cc,desciel,dh,dirvienc,dirvieng,dloc,ides,idmun,lat,lon,ndia,nes,nmun,prec,probprec,raf,tmax,tmin,velvien
39.36,Medio nublado,6,Sur,188.82,20230415T12,20,146,16.3523,-96.3780,3,Oaxaca,San Francisco Logueche, 1.30,95.00,13.44,27.74,15.41, 5.16
52.04,Cielo nublado,6,Sur,166.07,20230415T12,20,157,17.1008,-96.7626,3,Oaxaca,San Jacinto Amilpas, 2.36,95.00,16.60,29.36,15.80, 6.60
48.08,Medio nublado,6,Sur,177.72,20230415T12,20,174,16.9889,-96.7132,3,Oaxaca,Ánimas Trujano, 2.06,95.00,17.64,29.96,16.54, 6.93
39.82,Medio nublado,6,Sur,197.98,20230415T12,20,192,16.8285,-96.6720,3,Oaxaca,San Juan Chilateca, 1.87,95.00,18.90,30.73,17.36, 6.89
48.28,Medio nublado,6,Sur,182.74,20230415T12,20,216,17.3050,-96.2070,3,Oaxaca,San Juan Tabaá,27.87,95.00,19.53,28.87,14.16, 6.66
24.90,Poco nuboso,6,Sureste,152.94,20230415T12,20,228,18.2065,-96.9131,3,Oaxaca,San Lorenzo Cuaunecuiltitla, 3.49,95.00,15.46,32.39,17.70, 5.79
33.77,Medio nublado,6,Suroeste,206.30,20230415T12,20,238,16.6565,-96.7290,3,Oaxaca,San Martín de los Cansecos, 1.13,20.00,21.66,32.08,17.85, 6.45
33.56,Medio nublado,6,Sur,201.84,20230415T12,20,241,16.6109,-96.8494,3,Oaxaca,San Martín Lachilá, 0.67, 0.00,21.22,31.65,17.53, 6.37
29.63,Medio nublado,6,Sureste,153.38,20230415T12,20,249,18.1437,-96.8684,3,Oaxaca,San Mateo Yoloxochitlán, 3.36,95.00,14.52,32.40,17.97, 6.00
51.29,Cielo nublado,6,Sureste,142.87,20230415T12,20,250,17.4148,-97.2717,3,Oaxaca,San Mateo Etlatongo, 0.52,20.00,19.70,30.87,14.62, 6.24
67.15,Cielo nublado,6,Sur,159.00,20230415T12,20,267,17.3217,-96.5692,3,Oaxaca,San Miguel del Río,15.04,95.00,16.00,25.98,12.65, 4.25
32.74,Medio nublado,6,Suroeste,205.73,20230415T12,20,268,16.5804,-96.7394,3,Oaxaca,San Miguel Ejutla, 0.91, 0.00,22.40,32.05,17.97, 6.44
24.90,Poco nuboso,6,Suroeste,218.41,20230415T12,20,290,17.7829,-98.1426,3,Oaxaca,San Nicolás Hidalgo, 0.00, 0.00,19.81,36.32,20.31, 8.31
40.51,Medio nublado,6,Sur,202.48,20230415T12,20,295,16.8267,-96.7810,3,Oaxaca,San Pablo Huixtepec, 1.44,95.00,17.27,31.59,17.19, 6.44
43.01,Medio nublado,6,Suroeste,210.08,20230415T12,20,299,17.1461,-96.2296,3,Oaxaca,San Pablo Yaganiza,21.46,95.00,19.32,28.17,14.98, 7.21
36.73,Medio nublado,6,Suroeste,207.60,20230415T12,20,301,16.7351,-96.7260,3,Oaxaca,San Pedro Apóstol, 1.48,95.00,20.50,32.10,17.60, 6.42
43.01,Medio nublado,6,Suroeste,210.08,20230415T12,20,303,17.1687,-96.2606,3,Oaxaca,San Pedro Cajonos,21.46,95.00,19.32,28.17,14.98, 7.21
24.90,Poco nuboso,6,Sureste,152.94,20230415T12,20,322,18.1849,-96.9132,3,Oaxaca,San Pedro Ocopetatillo, 3.49,95.00,15.46,32.39,17.70, 5.79
53.79,Cielo nublado,6,Sur,192.39,20230415T12,20,341,17.5610,-97.4826,3,Oaxaca,San Pedro Yucunama, 0.22, 0.00,21.34,30.82,14.28, 5.50
45.38,Medio nublado,6,Sur,190.66,20230415T12,20,342,16.9704,-96.7555,3,Oaxaca,San Raymundo Jalpan, 1.60,95.00,17.16,31.01,16.85, 6.65
50.75,Cielo nublado,6,Sur,161.95,20230415T12,20,350,17.0585,-96.6721,3,Oaxaca,San Sebastián Tutla, 3.54,95.00,18.19,28.47,16.00, 7.13
24.90,Poco nuboso,6,Sureste,152.94,20230415T12,20,354,18.2106,-96.9064,3,Oaxaca,Santa Ana Ateixtlahuaca, 3.49,95.00,15.46,32.39,17.70, 5.79
42.65,Medio nublado,6,Sur,196.08,20230415T12,20,369,16.8803,-96.7407,3,Oaxaca,Santa Catarina Quiané, 1.60,95.00,17.53,31.31,17.06, 6.63
50.66,Cielo nublado,6,Sur,170.13,20230415T12,20,375,17.0587,-96.6840,3,Oaxaca,Santa Cruz Amilpas, 2.77,95.00,17.30,29.37,16.15, 6.91
54.19,Cielo nublado,6,Sur,172.44,20230415T12,20,383,17.3578,-97.5686,3,Oaxaca,Santa Cruz Tayata, 0.15, 0.00,18.20,30.72,14.45, 5.90
37.19,Medio nublado,6,Suroeste,206.93,20230415T12,20,389,16.8087,-96.7563,3,Oaxaca,Santa Inés Yatzeche, 1.63,95.00,19.80,31.82,17.57, 6.51
36.06,Medio nublado,6,Suroeste,208.28,20230415T12,20,393,16.7422,-96.6804,3,Oaxaca,Santa Lucía Ocotlán, 1.62,95.00,20.10,31.68,17.78, 6.54
34.88,Medio nublado,6,Sureste,154.68,20230415T12,20,396,18.1082,-96.8194,3,Oaxaca,Santa María la Asunción, 2.77,95.00,13.61,32.09,17.94, 6.24
45.35,Medio nublado,6,Sur,185.06,20230415T12,20,403,16.9672,-96.7067,3,Oaxaca,Santa María Coyotepec, 1.80,95.00,17.89,30.36,16.78, 6.88
50.75,Cielo nublado,6,Sur,161.95,20230415T12,20,409,17.0467,-96.6366,3,Oaxaca,Santa María del Tule, 3.54,95.00,18.19,28.47,16.00, 7.13
48.04,Medio nublado,6,Sur,162.70,20230415T12,20,411,17.0009,-96.6028,3,Oaxaca,Santa María Guelacé, 2.70,95.00,19.35,28.57,16.21, 7.39
28.64,Medio nublado,6,Sureste,150.39,20230415T12,20,434,18.1667,-96.9551,3,Oaxaca,Santa Marí Teopoxco, 2.86,95.00,16.11,33.35,17.40, 5.67
45.75,Medio nublado,6,Este,111.10,20230415T12,20,436,17.7129,-97.0667,3,Oaxaca,Santa Marí Texcatitlán, 5.66,95.00,18.90,33.22,16.38, 6.96
52.15,Cielo nublado,6,Sur,184.18,20230415T12,20,442,17.2405,-96.2628,3,Oaxaca,Santa Marí Yalina,29.34,95.00,18.40,28.50,13.60, 5.83
52.01,Cielo nublado,6,Sur,166.40,20230415T12,20,444,16.8768,-97.5053,3,Oaxaca,Santa Marí Yolotepec, 0.00, 0.00,19.07,32.54,17.26, 6.70
50.70,Cielo nublado,6,Sureste,142.64,20230415T12,20,493,17.4603,-97.3197,3,Oaxaca,Santiago Tillo, 0.69,80.00,17.24,30.76,14.41, 5.71
45.85,Medio nublado,6,Sur,200.58,20230415T12,20,503,17.2206,-96.2421,3,Oaxaca,Santiago Zoochila,29.20,95.00,18.49,28.35,14.55, 6.82
53.18,Cielo nublado,6,Sur,165.97,20230415T12,20,510,16.9139,-97.5319,3,Oaxaca,Santo Domingo Ixcatlán, 0.00, 0.00,18.42,32.86,17.58, 6.55
38.81,Medio nublado,6,Sur,160.09,20230415T12,20,538,16.3510,-96.5326,3,Oaxaca,Sitio de Xitlapehua, 0.93,95.00,18.30,29.34,16.19, 6.45
53.21,Cielo nublado,6,Sureste,154.59,20230415T12,20,539,17.1717,-96.8208,3,Oaxaca,Soledad Etla, 1.85,95.00,17.05,29.48,15.38, 6.43
31.70,Medio nublado,6,Suroeste,205.15,20230415T12,20,542,16.5670,-96.7536,3,Oaxaca,Taniche, 0.75, 0.00,24.36,32.12,18.08, 6.42
42.65,Medio nublado,6,Sur,196.08,20230415T12,20,555,16.9212,-96.7653,3,Oaxaca,Trinidad Zaachila, 1.60,95.00,17.53,31.31,17.06, 6.63
51.41,Cielo nublado,6,Sur,182.63,20230415T12,20,556,17.7726,-97.5058,3,Oaxaca,La Trinidad Vista Hermosa, 0.82, 0.00,20.70,30.90,14.90, 7.15
51.88,Cielo nublado,6,Sureste,154.14,20230415T12,20,562,17.3851,-97.3550,3,Oaxaca,Magdalena Yodocono de Porfirio Díaz, 0.39,20.00,19.70,30.98,14.45, 6.14
29.14,Medio nublado,6,Sureste,135.65,20230415T12,21,29,20.0640,-97.6066,3,Puebla,Caxhuacan, 2.07,95.00,11.01,28.64,14.75, 5.86
27.79,Medio nublado,6,Sureste,146.79,20230415T12,21,30,20.0621,-97.7323,3,Puebla,Coatepec, 1.73,95.00,11.37,28.02,13.53, 6.48
 5.05,Despejado,6,Sureste,152.79,20230415T12,21,33,18.7832,-98.7205,3,Puebla,Cohuecan, 0.00, 0.00,13.41,28.16,15.88, 7.74
12.54,Poco nuboso,6,Sur,164.20,20230415T12,21,38,18.9169,-97.8253,3,Puebla,Cuapiaxtla de Madero, 0.15, 0.00,19.54,28.05,14.53, 9.92
 8.66,Despejado,6,Suroeste,203.28,20230415T12,21,60,19.1420,-98.4575,3,Puebla,Domingo Arenas, 0.00, 0.00,20.26,20.17, 7.10, 9.36
28.88,Medio nublado,6,Sureste,130.89,20230415T12,21,80,20.0140,-97.6241,3,Puebla,Atlequizayan, 2.68,95.00,11.32,27.50,13.52, 5.91
 5.78,Despejado,6,Sur,201.56,20230415T12,21,90,19.1107,-98.3290,3,Puebla,Juan C. Bonilla, 0.00,60.00,23.12,23.58,10.19, 9.56
27.89,Medio nublado,6,Sureste,153.47,20230415T12,21,91,20.2121,-98.0021,3,Puebla,Juan Galindo, 4.88,95.00,12.40,26.66,12.73, 6.74
 9.99,Despejado,6,Sureste,128.11,20230415T12,21,117,19.2254,-97.8046,3,Puebla,Rafael Lara Grajales, 0.30,95.00,24.99,25.85,10.36, 9.85
 5.41,Despejado,6,Suroeste,211.82,20230415T12,21,126,19.0144,-98.4010,3,Puebla,San Jerónimo Tecuanipan, 0.00,20.00,20.02,23.96,11.28, 9.62
 5.10,Despejado,6,Sur,166.04,20230415T12,21,136,19.1683,-98.3097,3,Puebla,San Miguel Xoxtla, 0.02,20.00,26.18,25.45,10.90, 9.62
 2.49,Despejado,6,Sur,174.69,20230415T12,21,201,18.6500,-98.3435,3,Puebla,Xochiltepec, 0.00, 0.00,15.26,32.88,19.33, 7.69
 9.93,Despejado,6,Sureste,133.73,20230415T12,29,1,19.3503,-98.1696,3,Tlaxcala,Amaxac de Guerrero, 0.24,20.00,20.86,26.71, 9.63, 9.37
 9.93,Despejado,6,Sureste,133.73,20230415T12,29,18,19.3345,-98.1679,3,Tlaxcala,Contla de Juan Cuamatzi, 0.24,20.00,20.86,26.71, 9.63, 9.37
 5.40,Despejado,6,Sureste,147.85,20230415T12,29,22,19.2247,-98.2008,3,Tlaxcala,Acuamanala de Miguel Hidalgo, 0.10, 0.00,24.66,27.55,11.41, 9.46
 4.72,Despejado,6,Sureste,122.47,20230415T12,29,29,19.2456,-98.2360,3,Tlaxcala,Tepeyanco, 0.07, 0.00,30.60,27.60,10.70, 9.90
 4.83,Despejado,6,Sureste,145.52,20230415T12,29,42,19.1750,-98.2337,3,Tlaxcala,Xicohtzinco, 0.06, 0.00,27.42,27.13,11.31, 9.66
25.33,Medio nublado,6,Sureste,134.99,20230415T12,29,47,19.5388,-97.9832,3,Tlaxcala,Lázaro Cárdenas, 0.59, 0.00,19.60,24.54, 8.05, 9.07
 6.51,Despejado,6,Sureste,130.34,20230415T12,29,48,19.2774,-98.1950,3,Tlaxcala,La Magdalena Tlaltelulco, 0.12, 0.00,25.15,27.75,10.44, 9.49
 6.85,Despejado,6,Sureste,130.53,20230415T12,29,49,19.2784,-98.2846,3,Tlaxcala,San Damián Texóloc, 0.05, 0.00,28.69,26.77,10.02, 9.77
 4.72,Despejado,6,Sureste,122.47,20230415T12,29,53,19.2379,-98.2503,3,Tlaxcala,San Juan Huactzinco, 0.07, 0.00,30.60,27.60,10.70, 9.90
 4.72,Despejado,6,Sureste,122.47,20230415T12,29,54,19.2252,-98.2489,3,Tlaxcala,San Lorenzo Axocomanitla, 0.07, 0.00,30.60,27.60,10.70, 9.90
 8.53,Despejado,6,Sur,194.00,20230415T12,29,56,19.2998,-98.3342,3,Tlaxcala,Santa Ana Nopalucan, 0.02, 0.00,25.51,25.21, 9.02, 9.41
 5.58,Despejado,6,Sureste,137.98,20230415T12,29,57,19.2372,-98.3087,3,Tlaxcala,Santa Apolonia Teacalco, 0.01, 0.00,28.34,26.30,10.18, 9.72
 5.40,Despejado,6,Sureste,147.85,20230415T12,29,58,19.1999,-98.2144,3,Tlaxcala,Santa Catarina Ayometla, 0.10, 0.00,24.66,27.55,11.41, 9.46
 5.40,Despejado,6,Sureste,147.85,20230415T12,29,59,19.2132,-98.2220,3,Tlaxcala,Santa Cruz Quilehtla, 0.10, 0.00,24.66,27.55,11.41, 9.46
15.83,Poco nuboso,6,Sureste,120.45,20230415T12,30,18,18.7957,-97.3081,3,Veracruz de Ignacio de la Llave,Aquila, 6.70,95.00,15.75,25.34,12.92, 6.44
12.43,Poco nuboso,6,Sureste,132.74,20230415T12,30,30,18.8042,-97.1847,3,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza, 7.97,95.00,13.81,27.14,14.48, 6.37
 9.96,Despejado,6,Sur,159.02,20230415T12,30,41,18.7856,-96.9167,3,Veracruz de Ignacio de la Llave,Coetzala, 7.33,95.00,12.65,35.09,20.57, 5.95
 7.77,Despejado,6,Sur,161.64,20230415T12,30,98,18.7606,-97.0455,3,Veracruz de Ignacio de la Llave,Magdalena, 7.98,95.00,12.85,30.27,17.09, 6.25
23.32,Poco nuboso,6,Sur,170.31,20230415T12,30,106,19.7075,-96.8699,3,Veracruz de Ignacio de la Llave,Miahuatlán, 8.35,95.00,11.58,30.85,16.22, 6.85
16.40,Poco nuboso,6,Sur,165.28,20230415T12,30,120,17.9995,-94.6666,3,Veracruz de Ignacio de la Llave,Oteapan, 0.20,80.00,38.83,39.00,23.20,11.38
15.67,Poco nuboso,6,Sur,180.02,20230415T12,30,136,19.5931,-96.9896,3,Veracruz de Ignacio de la Llave,Rafael Lucio,13.69,95.00,13.63,28.24,13.02, 6.66
 3.09,Despejado,6,Sur,190.47,20230415T12,30,186,19.0315,-97.0103,3,Veracruz de Ignacio de la Llave,Tomatlán,10.90,95.00,13.40,31.20,17.25, 6.01
28.72,Medio nublado,6,Suroeste,211.54,20230415T12,20,11,17.5329,-98.2784,3,Oaxaca,Calihualá, 0.00, 0.00,25.01,35.79,19.55, 8.86
42.65,Medio nublado,6,Sur,196.08,20230415T12,20,13,16.8971,-96.7666,3,Oaxaca,Ciénega de Zimatlán, 1.60,95.00,17.53,31.31,17.06, 6.63
54.89,Cielo nublado,6,Sureste,118.14,20230415T12,20,20,17.0378,-97.9415,3,Oaxaca,Constancia del Rosario, 0.00, 0.00,15.74,35.63,19.56, 5.87
48.84,Medio nublado,6,Sur,188.98,20230415T12,20,23,16.9960,-96.7806,3,Oaxaca,Cuilápam de Guerrero, 0.91,95.00,15.75,30.81,16.47, 6.34
41.76,Medio nublado,6,Sureste,155.32,20230415T12,20,27,17.9954,-96.7454,3,Oaxaca,Chiquihuitlán de Benito Juárez, 4.58,95.00,14.90,31.80,17.30, 6.48
55.19,Cielo nublado,6,Sureste,126.76,20230415T12,20,45,17.2421,-96.8211,3,Oaxaca,Magdalena Apasco, 2.07,95.00,19.02,28.66,14.49, 6.40
51.94,Cielo nublado,6,Sur,174.88,20230415T12,20,47,17.8070,-97.4707,3,Oaxaca,Santa Magdalena Jicotlán, 1.04, 0.00,20.05,30.72,14.89, 7.14
35.37,Medio nublado,6,Suroeste,208.08,20230415T12,20,49,16.7095,-96.7124,3,Oaxaca,Magdalena Ocotlán, 1.26,80.00,20.41,31.83,17.92, 6.48
33.64,Medio nublado,6,Suroeste,204.83,20230415T12,20,69,16.6300,-96.7997,3,Oaxaca,La Pe, 0.77,20.00,21.77,31.98,17.66, 6.44
43.78,Medio nublado,6,Suroeste,204.47,20230415T12,20,70,16.4284,-97.9774,3,Oaxaca,Pinotepa de Don Luis, 0.00, 0.00,19.44,39.01,20.95, 7.95
22.24,Poco nuboso,6,Sur,199.39,20230415T12,20,75,16.3993,-94.4584,3,Oaxaca,Reforma de Pineda, 0.11, 0.00,18.39,34.50,25.88, 7.75
48.06,Medio nublado,6,Sur,170.21,20230415T12,20,78,17.0083,-96.6186,3,Oaxaca,Rojas de Cuauhtémoc, 2.22,95.00,18.50,29.21,16.32, 7.17
48.08,Medio nublado,6,Sur,177.72,20230415T12,20,83,17.0117,-96.7114,3,Oaxaca,San Agustín de las Juntas, 2.06,95.00,17.64,29.96,16.54, 6.93
55.22,Cielo nublado,6,Sur,176.43,20230415T12,20,92,17.0709,-96.8252,3,Oaxaca,San Andrés Ixtlahuaca, 0.82,80.00,13.16,29.60,15.40, 5.18
50.16,Cielo nublado,6,Sureste,138.16,20230415T12,20,96,17.4685,-97.2838,3,Oaxaca,San Andrés Sinaxtla, 0.78,95.00,17.82,30.54,14.39, 4.97
33.56,Medio nublado,6,Sur,201.84,20230415T12,20,101,16.6001,-96.8577,3,Oaxaca,San Andrés Zabache, 0.67, 0.00,21.22,31.65,17.53, 6.37
51.41,Cielo nublado,6,Sur,182.63,20230415T12,20,106,17.7440,-97.5003,3,Oaxaca,San Antonio Acutla, 0.82, 0.00,20.70,30.90,14.90, 7.15
45.35,Medio nublado,6,Sur,185.06,20230415T12,20,115,16.9583,-96.7077,3,Oaxaca,San Bartolo Coyotepec, 1.80,95.00,17.89,30.36,16.78, 6.88
41.27,Medio nublado,6,Sur,186.31,20230415T12,20,118,16.9019,-96.5012,3,Oaxaca,San Bartolomé Quialana, 2.73,95.00,20.58,29.37,16.96, 7.36
52.15,Cielo nublado,6,Sur,184.18,20230415T12,20,120,17.2408,-96.2431,3,Oaxaca,San Bartolomé Zoogocho,29.34,95.00,18.40,28.50,13.60, 5.83
53.22,Cielo nublado,6,Sureste,152.01,20230415T12,20,129,17.7276,-97.3667,3,Oaxaca,San Cristóbal Suchixtlahuaca, 0.97,80.00,17.08,30.16,14.49, 6.31
36.28,Medio nublado,6,Suroeste,209.10,20230415T12,20,132,16.7464,-96.6808,3,Oaxaca,San Dionisio Ocotlán, 1.52,95.00,19.54,31.53,17.84, 6.61
45.85,Medio nublado,6,Sur,200.58,20230415T12,20,138,17.1721,-96.2515,3,Oaxaca,San Francisco Cajonos,29.20,95.00,18.49,28.35,14.55, 6.82
39.80,Medio nublado,6,Sur,158.73,20230415T12,20,139,17.9410,-96.7544,3,Oaxaca,San Francisco Chapulapa, 6.47,95.00,13.92,31.74,17.12, 6.50
51.24,Cielo nublado,6,Sureste,147.11,20230415T12,20,140,17.4286,-97.3128,3,Oaxaca,San Francisco Chindúa, 0.56,20.00,20.15,30.97,14.52, 6.23
24.67,Poco nuboso,6,Sureste,151.86,20230415T12,20,142,18.1976,-96.9478,3,Oaxaca,San Francisco Huehuetlán, 2.77,95.00,15.93,32.62,17.27, 5.64
52.27,Cielo nublado,6,Sureste,155.81,20230415T12,20,147,17.3808,-97.3440,3,Oaxaca,San Francisco Nuxaño, 0.28, 0.00,22.72,31.14,14.55, 6.48
23.69,Poco nuboso,6,Sur,172.80,20230415T12,20,148,16.1005,-96.2207,3,Oaxaca,San Francisco Ozolotepec, 0.91, 0.00,12.53,31.18,19.66, 5.35
35.93,Medio nublado,6,Sur,197.98,20230415T12,20,155,16.5198,-96.9837,3,Oaxaca,San Ildefonso Sola, 0.39, 0.00,20.24,31.22,17.11, 6.16
38.71,Medio nublado,6,Sur,163.04,20230415T12,20,158,16.5204,-97.3860,3,Oaxaca,San Jacinto Tlacotepec, 0.00, 0.00,14.88,35.40,19.32, 5.46
28.64,Medio nublado,6,Sureste,150.39,20230415T12,20,163,18.1669,-96.9132,3,Oaxaca,San Jerónimo Tecóatl, 2.86,95.00,16.11,33.35,17.40, 5.67
30.40,Medio nublado,6,Suroeste,212.01,20230415T12,20,164,17.6560,-98.1061,3,Oaxaca,San Jorge Nuchita, 0.00, 0.00,19.65,35.91,19.41, 8.97
39.71,Medio nublado,6,Sureste,157.49,20230415T12,20,167,16.3161,-96.5014,3,Oaxaca,San José del Peñasco, 1.02,95.00,16.66,28.08,15.28, 6.23
18.78,Poco nuboso,6,Sur,158.19,20230415T12,20,169,18.2398,-96.6461,3,Oaxaca,San José Independencia, 3.20,95.00,18.58,33.62,21.83, 5.32
55.98,Cielo nublado,6,Sureste,114.08,20230415T12,20,178,17.2265,-96.7785,3,Oaxaca,San Juan Bautista Guelache, 4.63,95.00,20.20,28.20,14.10, 6.35
65.74,Cielo nublado,6,Sur,164.95,20230415T12,20,191,17.2890,-96.4949,3,Oaxaca,San Juan Chicomezúchil,18.79,95.00,16.16,26.22,12.83, 4.44
63.62,Cielo nublado,6,Sur,160.20,20230415T12,20,196,17.4058,-96.5379,3,Oaxaca,San Juan Evangelista Analco,17.98,95.00,15.46,26.18,13.04, 5.45
45.25,Medio nublado,6,Sur,168.28,20230415T12,20,197,16.9568,-96.5458,3,Oaxaca,San Juan Guelavía, 2.91,95.00,20.10,28.53,16.45, 7.48
50.70,Cielo nublado,6,Sureste,142.64,20230415T12,20,215,17.4535,-97.2847,3,Oaxaca,San Juan Sayultepec, 0.69,80.00,17.24,30.76,14.41, 5.71
42.52,Medio nublado,6,Sur,185.05,20230415T12,20,219,16.9344,-96.6085,3,Oaxaca,San Juan Teitipac, 1.72,95.00,19.38,29.78,16.94, 7.15
43.69,Medio nublado,6,Sur,174.91,20230415T12,20,223,17.4024,-96.1692,3,Oaxaca,San Juan Yatzona,22.33,95.00,21.26,29.71,15.65, 7.76
49.92,Medio nublado,6,Sureste,126.56,20230415T12,20,224,17.5123,-97.2704,3,Oaxaca,San Juan Yucuita, 1.80,95.00,17.67,30.48,14.55, 4.66
53.21,Cielo nublado,6,Sureste,154.59,20230415T12,20,227,17.1294,-96.8020,3,Oaxaca,San Lorenzo Cacaotepec, 1.85,95.00,17.05,29.48,15.38, 6.43
30.99,Medio nublado,6,Suroeste,212.17,20230415T12,20,245,17.8079,-98.0609,3,Oaxaca,San Martín Zacatepec, 0.00, 0.00,18.33,36.02,19.95, 8.66
43.34,Medio nublado,6,Suroeste,208.60,20230415T12,20,246,17.1618,-96.2090,3,Oaxaca,San Mateo Cajonos,22.00,95.00,19.33,28.51,15.23, 7.17
62.40,Cielo nublado,6,Sur,169.22,20230415T12,20,247,17.3064,-96.4460,3,Oaxaca,Capulálpam de Méndez,21.79,95.00,16.08,26.66,13.16, 4.96
52.77,Cielo nublado,6,Sur,160.20,20230415T12,20,256,17.8106,-97.4312,3,Oaxaca,San Mateo Tlapiltepec, 1.28,20.00,19.15,30.23,14.89, 7.07
46.04,Medio nublado,6,Sur,189.89,20230415T12,20,257,17.2524,-96.1544,3,Oaxaca,San Melchor Betaza,25.49,95.00,20.96,28.86,14.58, 6.96
53.14,Cielo nublado,6,Sur,171.07,20230415T12,20,262,17.2755,-96.4717,3,Oaxaca,San Miguel Amatlán,12.83,95.00,16.99,26.48,14.41, 6.71
40.09,Medio nublado,6,Suroeste,207.07,20230415T12,20,271,16.7781,-96.9573,3,Oaxaca,San Miguel Mixtepec, 0.74,20.00,16.79,30.30,16.11, 6.05
42.44,Medio nublado,6,Sur,160.80,20230415T12,20,276,17.9211,-96.7993,3,Oaxaca,San Miguel Santa Flor, 7.76,95.00,14.51,31.83,16.21, 6.20
51.29,Cielo nublado,6,Sureste,142.87,20230415T12,20,281,17.3940,-97.2680,3,Oaxaca,San Miguel Tecomatlán, 0.52,20.00,19.70,30.87,14.62, 6.24
52.93,Cielo nublado,6,Sur,162.76,20230415T12,20,287,17.7512,-97.4415,3,Oaxaca,San Miguel Tulancingo, 1.25,20.00,18.22,30.34,14.71, 6.85
52.82,Cielo nublado,6,Sur,175.42,20230415T12,20,288,17.3705,-96.3372,3,Oaxaca,San Miguel Yotao,25.81,95.00,16.49,27.67,14.08, 6.35
53.52,Cielo nublado,6,Sureste,153.82,20230415T12,20,293,17.1455,-96.7645,3,Oaxaca,San Pablo Etla, 3.11,95.00,17.34,28.65,15.39, 6.52
33.88,Medio nublado,6,Sur,162.45,20230415T12,20,305,16.4903,-95.1599,3,Oaxaca,San Pedro Comitancillo, 0.10, 0.00,24.01,33.37,24.79,10.82
30.73,Medio nublado,6,Sur,192.92,20230415T12,20,308,16.2437,-95.1529,3,Oaxaca,San Pedro Huilotepec, 0.00, 0.00,29.94,31.13,26.56,14.12
36.06,Medio nublado,6,Suroeste,208.28,20230415T12,20,315,16.7445,-96.7122,3,Oaxaca,San Pedro Mártir, 1.62,95.00,20.10,31.68,17.78, 6.54
53.96,Cielo nublado,6,Sur,199.97,20230415T12,20,320,17.1046,-97.5411,3,Oaxaca,San Pedro Molinos, 0.05, 0.00,20.27,30.94,16.03, 6.74
41.90,Medio nublado,6,Sur,197.14,20230415T12,20,323,16.9554,-95.8468,3,Oaxaca,San Pedro Ocotepec,15.15,95.00,20.26,34.43,18.14, 6.34
52.76,Cielo nublado,6,Sur,160.03,20230415T12,20,331,17.3408,-97.3773,3,Oaxaca,San Pedro Tidaá, 0.14, 0.00,20.84,30.99,14.47, 6.27
51.49,Cielo nublado,6,Sureste,152.47,20230415T12,20,332,17.4372,-97.3437,3,Oaxaca,San Pedro Topiltepec, 0.13,80.00,16.93,30.72,14.45, 5.72
54.20,Cielo nublado,6,Sureste,140.67,20230415T12,20,338,17.2075,-96.8006,3,Oaxaca,Villa de Etla, 2.25,95.00,18.03,29.07,14.93, 6.43
